,bodyId_pre,bodyId_post,roi,weight,type_pre,instance_pre,order_pre,hemisphere_pre,index_pre,index_fix_pre,type_post,instance_post,order_post,hemisphere_post,index_post,index_fix_post
5095,1380495496,5813022281,EB,20,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_L4,3,L,4,6
5096,1380495496,5813027103,EB,45,PENa,PEN_a(PB06a)_L6,0,L,6,4,EPG,EPG(PB08)_R5,3,R,5,5
5097,1447576662,572870540,EB,71,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5098,1447576662,572870540,PB,1,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5099,1447576662,634608104,EB,37,EPG,EPG(PB08)_L1,3,L,1,1,PENa,PEN_a(PB06a)_L2,0,L,2,8
5100,1447576662,634608104,PB,3,EPG,EPG(PB08)_L1,3,L,1,1,PENa,PEN_a(PB06a)_L2,0,L,2,8
5101,1447576662,697001770,EB,11,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_L2,3,L,2,8
5102,1447576662,724280817,EB,37,EPG,EPG(PB08)_L1,3,L,1,1,PENb,PEN_b(PB06b)_R2,1,R,2,2
5104,1447576662,848761388,PB,25,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_R1,2,R,1,1
5105,1447576662,848761388,EB,4,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_R1,2,R,1,1
5126,1447576662,912545106,EB,9,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_L2,3,L,2,8
5131,1447576662,972892437,EB,36,EPG,EPG(PB08)_L1,3,L,1,1,PENa,PEN_a(PB06a)_R2,0,R,2,2
5133,1447576662,1125964814,EB,33,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R8,3,R,8,8
5134,1447576662,1125969082,EB,23,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_R9,2,R,9,9
5135,1447576662,1126647624,EB,10,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R8,3,R,8,8
5136,1447576662,1128088594,PB,85,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_L1,2,L,1,9
5137,1447576662,1128088594,EB,19,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_L1,2,L,1,9
5139,1447576662,1167995070,EB,4,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5140,1447576662,1190171884,PB,11,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_L2,2,L,2,8
5141,1447576662,1190171884,EB,1,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_L2,2,L,2,8
5142,1447576662,1199677638,EB,7,EPG,EPG(PB08)_L1,3,L,1,1,PEG,PEG(PB07)_L9,2,L,9,1
5143,1447576662,1218728570,EB,4,EPG,EPG(PB08)_L1,3,L,1,1,PENb,PEN_b(PB06b)_R9,1,R,9,9
5144,1447576662,1218732640,EB,30,EPG,EPG(PB08)_L1,3,L,1,1,PENa,PEN_a(PB06a)_R9,0,R,9,9
5145,1447576662,1508334312,EB,33,EPG,EPG(PB08)_L1,3,L,1,1,PENa,PEN_a(PB06a)_L3,0,L,3,7
5146,1447576662,1601771527,EB,5,EPG,EPG(PB08)_L1,3,L,1,1,PENb,PEN_b(PB06b)_R9,1,R,9,9
5147,1447576662,5813014873,EB,22,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5148,1447576662,5813014873,PB,1,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5149,1447576662,5813040233,EB,38,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R8,3,R,8,8
5150,1447576662,5813047157,EB,42,EPG,EPG(PB08)_L1,3,L,1,1,PENb,PEN_b(PB06b)_L2,1,L,2,8
5151,1447576662,5813047157,PB,2,EPG,EPG(PB08)_L1,3,L,1,1,PENb,PEN_b(PB06b)_L2,1,L,2,8
5153,1447576662,5813061251,EB,15,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R8,3,R,8,8
5154,1447576662,5813070465,EB,9,EPG,EPG(PB08)_L1,3,L,1,1,PENb,PEN_b(PB06b)_L3,1,L,3,7
5155,1447576662,5813077544,EB,10,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5156,1447576662,5813077544,PB,3,EPG,EPG(PB08)_L1,3,L,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5157,1508334312,387364605,EB,15,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L3,3,L,3,7
5158,1508334312,449438847,EB,8,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L3,3,L,3,7
5159,1508334312,449438847,PB,1,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L3,3,L,3,7
5160,1508334312,572870540,EB,47,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L1,3,L,1,1
5161,1508334312,634608104,EB,5,PENa,PEN_a(PB06a)_L3,0,L,3,7,PENa,PEN_a(PB06a)_L2,0,L,2,8
5162,1508334312,697001770,EB,93,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L2,3,L,2,8
5163,1508334312,758419409,EB,6,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L3,3,L,3,7
5164,1508334312,849482511,EB,4,PENa,PEN_a(PB06a)_L3,0,L,3,7,PENa,PEN_a(PB06a)_L4,0,L,4,6
5165,1508334312,910438331,EB,6,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R6,3,R,6,6
5166,1508334312,912545106,EB,74,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L2,3,L,2,8
5167,1508334312,1002507159,EB,42,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R7,3,R,7,7
5168,1508334312,1002852791,EB,75,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R7,3,R,7,7
5169,1508334312,1034219901,EB,27,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R7,3,R,7,7
5170,1508334312,1065410141,EB,4,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L8,3,L,8,2
5171,1508334312,1125964814,EB,67,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5172,1508334312,1126647624,EB,61,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5173,1508334312,1167995070,EB,7,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L8,3,L,8,2
5174,1508334312,1218728570,EB,6,PENa,PEN_a(PB06a)_L3,0,L,3,7,PENb,PEN_b(PB06b)_R9,1,R,9,9
5175,1508334312,1218732640,EB,11,PENa,PEN_a(PB06a)_L3,0,L,3,7,PENa,PEN_a(PB06a)_R9,0,R,9,9
5176,1508334312,1447576662,EB,89,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_L1,3,L,1,1
5177,1508334312,1601771527,EB,7,PENa,PEN_a(PB06a)_L3,0,L,3,7,PENb,PEN_b(PB06b)_R9,1,R,9,9
5178,1508334312,5813014873,EB,21,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R1,3,R,1,1
5179,1508334312,5813040233,EB,55,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5180,1508334312,5813061251,EB,84,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R8,3,R,8,8
5181,1508334312,5813070465,EB,11,PENa,PEN_a(PB06a)_L3,0,L,3,7,PENb,PEN_b(PB06b)_L3,1,L,3,7
5182,1508334312,5813077544,EB,15,PENa,PEN_a(PB06a)_L3,0,L,3,7,EPG,EPG(PB08)_R1,3,R,1,1
5183,1600083889,632544268,EB,27,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R2,3,R,2,2
5184,1600083889,695629525,EB,37,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R2,3,R,2,2
5185,1600083889,973566036,EB,12,PENb,PEN_b(PB06b)_L9,1,L,9,1,PENb,PEN_b(PB06b)_R3,1,R,3,3
5186,1600083889,1035045015,EB,25,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5187,1600083889,1065410141,EB,40,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5188,1600083889,1127476096,EB,38,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5189,1600083889,1167995070,EB,39,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5190,1600083889,1168664495,EB,40,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L8,3,L,8,2
5191,1600083889,1220584946,EB,9,PENb,PEN_b(PB06b)_L9,1,L,9,1,PENb,PEN_b(PB06b)_L9,1,L,9,1
5192,1600083889,5813012006,EB,35,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_L7,3,L,7,3
5193,1600083889,5813077544,EB,18,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R1,3,R,1,1
5194,1600083889,5813080838,EB,4,PENb,PEN_b(PB06b)_L9,1,L,9,1,EPG,EPG(PB08)_R3,3,R,3,3
5195,1601771527,572870540,EB,7,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L1,3,L,1,1
5196,1601771527,697001770,EB,33,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L2,3,L,2,8
5197,1601771527,912545106,EB,36,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L2,3,L,2,8
5198,1601771527,1002507159,EB,12,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
5199,1601771527,1002852791,EB,25,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
5200,1601771527,1034219901,EB,12,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R7,3,R,7,7
5201,1601771527,1125964814,EB,22,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
5202,1601771527,1126647624,EB,25,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
5203,1601771527,1190171884,EB,4,PENb,PEN_b(PB06b)_R9,1,R,9,9,PEG,PEG(PB07)_L2,2,L,2,8
5204,1601771527,1218732640,EB,3,PENb,PEN_b(PB06b)_R9,1,R,9,9,PENa,PEN_a(PB06a)_R9,0,R,9,9
5205,1601771527,1218732640,PB,1,PENb,PEN_b(PB06b)_R9,1,R,9,9,PENa,PEN_a(PB06a)_R9,0,R,9,9
5206,1601771527,1447576662,EB,27,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_L1,3,L,1,1
5207,1601771527,5813040233,EB,27,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
5208,1601771527,5813059834,EB,4,PENb,PEN_b(PB06b)_R9,1,R,9,9,PEG,PEG(PB07)_R8,2,R,8,8
5209,1601771527,5813061251,EB,40,PENb,PEN_b(PB06b)_R9,1,R,9,9,EPG,EPG(PB08)_R8,3,R,8,8
5210,1601771527,5813070465,EB,10,PENb,PEN_b(PB06b)_R9,1,R,9,9,PENb,PEN_b(PB06b)_L3,1,L,3,7
5211,1631450739,387364605,EB,6,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_L3,3,L,3,7
5212,1631450739,449438847,EB,28,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_L3,3,L,3,7
5213,1631450739,634962055,EB,38,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5214,1631450739,665314820,EB,53,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5215,1631450739,693755250,EB,20,PENb,PEN_b(PB06b)_L5,1,L,5,5,PENb,PEN_b(PB06b)_R7,1,R,7,7
5216,1631450739,694920753,EB,20,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5217,1631450739,725951521,EB,10,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5218,1631450739,758419409,EB,27,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_L3,3,L,3,7
5219,1631450739,789126240,EB,5,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_L5,3,L,5,5
5220,1631450739,910438331,EB,54,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_R6,3,R,6,6
5221,1631450739,912147912,EB,5,PENb,PEN_b(PB06b)_L5,1,L,5,5,PEG,PEG(PB07)_R6,2,R,6,6
5222,1631450739,941132434,EB,77,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_R6,3,R,6,6
5223,1631450739,942491983,EB,50,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_R6,3,R,6,6
5224,1631450739,942587380,EB,5,PENb,PEN_b(PB06b)_L5,1,L,5,5,PEG,PEG(PB07)_L4,2,L,4,6
5225,1631450739,5813022281,EB,45,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5226,1631450739,5813027103,EB,6,PENb,PEN_b(PB06b)_L5,1,L,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5227,5813012006,478375456,EB,7,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
5228,5813012006,508793049,PB,15,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L7,0,L,7,3
5229,5813012006,508793049,EB,1,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L7,0,L,7,3
5230,5813012006,509410587,EB,23,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_R4,0,R,4,4
5231,5813012006,541118908,EB,5,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
5232,5813012006,569775058,EB,11,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_R4,1,R,4,4
5233,5813012006,570461892,EB,36,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_R3,0,R,3,3
5234,5813012006,632544268,EB,38,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R2,3,R,2,2
5235,5813012006,663562172,EB,11,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_R4,1,R,4,4
5236,5813012006,695629525,EB,20,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R2,3,R,2,2
5260,5813012006,972555509,EB,10,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_R2,2,R,2,2
5261,5813012006,973566036,EB,17,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_R3,1,R,3,3
5262,5813012006,1004014587,PB,62,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_L7,2,L,7,3
5263,5813012006,1004014587,EB,3,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_L7,2,L,7,3
5264,5813012006,1004017998,EB,29,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L7,3,L,7,3
5265,5813012006,1004017998,PB,2,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L7,3,L,7,3
5266,5813012006,1035045015,EB,37,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L7,3,L,7,3
5267,5813012006,1065410141,EB,11,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L8,3,L,8,2
5268,5813012006,1127471692,EB,22,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L8,0,L,8,2
5269,5813012006,1127476096,EB,9,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L8,3,L,8,2
5271,5813012006,1167995070,EB,7,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L8,3,L,8,2
5272,5813012006,1220576923,EB,24,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L9,0,L,9,1
5273,5813012006,1318109929,PB,10,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_L7,1,L,7,3
5274,5813012006,1353544607,EB,10,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_L8,1,L,8,2
5275,5813012006,1600083889,EB,9,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_L9,1,L,9,1
5277,5813012006,5813056953,EB,27,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_R4,0,R,4,4
5279,5813012006,5813080838,EB,15,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
5280,5813014873,570461892,EB,5,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_R3,0,R,3,3
5281,5813014873,572870540,EB,43,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5282,5813014873,634608104,EB,27,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_L2,0,L,2,8
5283,5813014873,724280817,EB,35,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_R2,1,R,2,2
5284,5813014873,724280817,PB,1,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_R2,1,R,2,2
5286,5813014873,848761388,PB,94,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_R1,2,R,1,1
5287,5813014873,848761388,EB,21,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_R1,2,R,1,1
5315,5813014873,972555509,PB,7,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_R2,2,R,2,2
5316,5813014873,972892437,EB,30,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_R2,0,R,2,2
5317,5813014873,972892437,PB,1,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_R2,0,R,2,2
5318,5813014873,1065410141,EB,4,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5319,5813014873,1125969082,EB,8,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_R9,2,R,9,9
5320,5813014873,1127476096,EB,9,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5321,5813014873,1128088594,PB,23,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_L1,2,L,1,9
5322,5813014873,1128088594,EB,9,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_L1,2,L,1,9
5323,5813014873,1167995070,EB,9,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5324,5813014873,1168664495,EB,21,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L8,3,L,8,2
5325,5813014873,1199677638,EB,6,EPG,EPG(PB08)_R1,3,R,1,1,PEG,PEG(PB07)_L9,2,L,9,1
5326,5813014873,1218732640,EB,6,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_R9,0,R,9,9
5327,5813014873,1220576923,EB,10,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_L9,0,L,9,1
5328,5813014873,1447576662,EB,19,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5329,5813014873,1447576662,PB,1,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_L1,3,L,1,1
5330,5813014873,1508334312,EB,4,EPG,EPG(PB08)_R1,3,R,1,1,PENa,PEN_a(PB06a)_L3,0,L,3,7
5331,5813014873,5813040233,EB,6,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R8,3,R,8,8
5332,5813014873,5813047157,EB,47,EPG,EPG(PB08)_R1,3,R,1,1,PENb,PEN_b(PB06b)_L2,1,L,2,8
5334,5813014873,5813077544,EB,52,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5335,5813014873,5813077544,PB,6,EPG,EPG(PB08)_R1,3,R,1,1,EPG,EPG(PB08)_R1,3,R,1,1
5336,5813014882,664645558,EB,4,PEG,PEG(PB07)_R5,2,R,5,5,PENa,PEN_a(PB06a)_L6,0,L,6,4
5337,5813014882,664650297,EB,26,PEG,PEG(PB07)_R5,2,R,5,5,PENb,PEN_b(PB06b)_L6,1,L,6,4
5338,5813014882,725951521,EB,6,PEG,PEG(PB07)_R5,2,R,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5339,5813014882,879183317,EB,13,PEG,PEG(PB07)_R5,2,R,5,5,PENb,PEN_b(PB06b)_L6,1,L,6,4
5340,5813014882,941123755,EB,31,PEG,PEG(PB07)_R5,2,R,5,5,PENb,PEN_b(PB06b)_R6,1,R,6,6
5341,5813014882,1197993940,EB,13,PEG,PEG(PB07)_R5,2,R,5,5,PENb,PEN_b(PB06b)_R6,1,R,6,6
5342,5813022281,387023620,PB,43,EPG,EPG(PB08)_L4,3,L,4,6,PENb,PEN_b(PB06b)_L4,1,L,4,6
5343,5813022281,539462336,PB,26,EPG,EPG(PB08)_L4,3,L,4,6,PENb,PEN_b(PB06b)_L4,1,L,4,6
5344,5813022281,634962055,EB,24,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_L4,3,L,4,6
5345,5813022281,634962055,PB,2,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_L4,3,L,4,6
5346,5813022281,664645558,EB,7,EPG,EPG(PB08)_L4,3,L,4,6,PENa,PEN_a(PB06a)_L6,0,L,6,4
5347,5813022281,665314820,EB,30,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_L4,3,L,4,6
5348,5813022281,693755250,EB,24,EPG,EPG(PB08)_L4,3,L,4,6,PENb,PEN_b(PB06b)_R7,1,R,7,7
5349,5813022281,694920753,EB,13,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_R5,3,R,5,5
5350,5813022281,725951521,EB,7,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_R5,3,R,5,5
5352,5813022281,757055317,PB,22,EPG,EPG(PB08)_L4,3,L,4,6,PENa,PEN_a(PB06a)_L4,0,L,4,6
5353,5813022281,847336755,EB,7,EPG,EPG(PB08)_L4,3,L,4,6,PENa,PEN_a(PB06a)_R6,0,R,6,6
5354,5813022281,849482511,PB,19,EPG,EPG(PB08)_L4,3,L,4,6,PENa,PEN_a(PB06a)_L4,0,L,4,6
5355,5813022281,880875861,PB,7,EPG,EPG(PB08)_L4,3,L,4,6,PEG,PEG(PB07)_L5,2,L,5,5
5357,5813022281,910438331,EB,9,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_R6,3,R,6,6
5375,5813022281,941132434,EB,27,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_R6,3,R,6,6
5379,5813022281,942491983,EB,13,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_R6,3,R,6,6
5381,5813022281,942587380,PB,98,EPG,EPG(PB08)_L4,3,L,4,6,PEG,PEG(PB07)_L4,2,L,4,6
5382,5813022281,942587380,EB,21,EPG,EPG(PB08)_L4,3,L,4,6,PEG,PEG(PB07)_L4,2,L,4,6
5384,5813022281,1002507131,EB,29,EPG,EPG(PB08)_L4,3,L,4,6,PENa,PEN_a(PB06a)_R7,0,R,7,7
5386,5813022281,1380495496,EB,6,EPG,EPG(PB08)_L4,3,L,4,6,PENa,PEN_a(PB06a)_L6,0,L,6,4
5387,5813022281,1631450739,EB,29,EPG,EPG(PB08)_L4,3,L,4,6,PENb,PEN_b(PB06b)_L5,1,L,5,5
5388,5813022281,5813027103,EB,5,EPG,EPG(PB08)_L4,3,L,4,6,EPG,EPG(PB08)_R5,3,R,5,5
5391,5813022281,5813080979,EB,15,EPG,EPG(PB08)_L4,3,L,4,6,PENa,PEN_a(PB06a)_L5,0,L,5,5
5392,5813027103,416642425,EB,8,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_R4,3,R,4,4
5393,5813027103,634962055,EB,16,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5394,5813027103,663190769,EB,20,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_R6,0,R,6,6
5395,5813027103,664645558,EB,26,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_L6,0,L,6,4
5396,5813027103,664650297,EB,12,EPG,EPG(PB08)_R5,3,R,5,5,PENb,PEN_b(PB06b)_L6,1,L,6,4
5397,5813027103,665314820,EB,6,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_L4,3,L,4,6
5398,5813027103,694920753,EB,14,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5399,5813027103,695956656,EB,7,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_R4,3,R,4,4
5400,5813027103,696362840,EB,6,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_L5,3,L,5,5
5401,5813027103,725951521,EB,29,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5402,5813027103,725951521,PB,3,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_R5,3,R,5,5
5403,5813027103,789126240,EB,25,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_L5,3,L,5,5
5404,5813027103,819828986,EB,26,EPG,EPG(PB08)_R5,3,R,5,5,EPG,EPG(PB08)_L5,3,L,5,5
5405,5813027103,847336755,EB,18,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_R6,0,R,6,6
5406,5813027103,849421763,PB,47,EPG,EPG(PB08)_R5,3,R,5,5,PENb,PEN_b(PB06b)_R5,1,R,5,5
5407,5813027103,879183317,EB,19,EPG,EPG(PB08)_R5,3,R,5,5,PENb,PEN_b(PB06b)_L6,1,L,6,4
5408,5813027103,880875861,EB,6,EPG,EPG(PB08)_R5,3,R,5,5,PEG,PEG(PB07)_L5,2,L,5,5
5412,5813027103,910447075,PB,38,EPG,EPG(PB08)_R5,3,R,5,5,PENa,PEN_a(PB06a)_R5,0,R,5,5
