,bodyId_pre,bodyId_post,roi,weight,type_pre,instance_pre,order_pre,hemisphere_pre,index_pre,index_fix_pre,type_post,instance_post,order_post,hemisphere_post,index_post,index_fix_post
4457,1034219901,1062526223,PB,2,EPG,EPG(PB08)_R7,3,R,7,7,PENb,PEN_b(PB06b)_R8,1,R,8,8
4458,1034219901,1125964630,EB,27,EPG,EPG(PB08)_R7,3,R,7,7,PENa,PEN_a(PB06a)_R8,0,R,8,8
4459,1034219901,1125964630,PB,1,EPG,EPG(PB08)_R7,3,R,7,7,PENa,PEN_a(PB06a)_R8,0,R,8,8
4461,1034219901,1218732640,EB,4,EPG,EPG(PB08)_R7,3,R,7,7,PENa,PEN_a(PB06a)_R9,0,R,9,9
4462,1034219901,1508334312,EB,6,EPG,EPG(PB08)_R7,3,R,7,7,PENa,PEN_a(PB06a)_L3,0,L,3,7
4464,1034219901,5813059834,PB,9,EPG,EPG(PB08)_R7,3,R,7,7,PEG,PEG(PB07)_R8,2,R,8,8
4465,1034219901,5813061251,EB,4,EPG,EPG(PB08)_R7,3,R,7,7,EPG,EPG(PB08)_R8,3,R,8,8
4466,1035045015,478375456,EB,5,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
4467,1035045015,508793049,PB,16,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L7,0,L,7,3
4468,1035045015,508793049,EB,5,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L7,0,L,7,3
4469,1035045015,509410587,EB,14,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_R4,0,R,4,4
4470,1035045015,541118908,EB,11,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
4471,1035045015,569775058,EB,39,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_R4,1,R,4,4
4472,1035045015,570461892,EB,7,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_R3,0,R,3,3
4473,1035045015,632544268,EB,23,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R2,3,R,2,2
4474,1035045015,663562172,EB,23,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_R4,1,R,4,4
4475,1035045015,695629525,EB,12,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R2,3,R,2,2
4481,1035045015,881898734,PB,9,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_L6,2,L,6,4
4501,1035045015,912601268,EB,4,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L6,3,L,6,4
4504,1035045015,972555509,EB,5,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_R2,2,R,2,2
4505,1035045015,973566036,EB,9,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_R3,1,R,3,3
4506,1035045015,974239375,EB,9,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_R3,2,R,3,3
4507,1035045015,1004014587,PB,49,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_L7,2,L,7,3
4508,1035045015,1004014587,EB,14,EPG,EPG(PB08)_L7,3,L,7,3,PEG,PEG(PB07)_L7,2,L,7,3
4509,1035045015,1004017998,EB,42,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L7,3,L,7,3
4510,1035045015,1065410141,EB,6,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L8,3,L,8,2
4511,1035045015,1127471692,EB,28,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L8,0,L,8,2
4512,1035045015,1220576923,EB,8,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_L9,0,L,9,1
4513,1035045015,1220584946,EB,4,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_L9,1,L,9,1
4514,1035045015,1318109929,PB,16,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_L7,1,L,7,3
4515,1035045015,1353544607,EB,28,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_L8,1,L,8,2
4516,1035045015,1600083889,EB,4,EPG,EPG(PB08)_L7,3,L,7,3,PENb,PEN_b(PB06b)_L9,1,L,9,1
4517,1035045015,5813012006,EB,22,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L7,3,L,7,3
4518,1035045015,5813012006,PB,2,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_L7,3,L,7,3
4519,1035045015,5813056953,EB,25,EPG,EPG(PB08)_L7,3,L,7,3,PENa,PEN_a(PB06a)_R4,0,R,4,4
4521,1035045015,5813080838,EB,17,EPG,EPG(PB08)_L7,3,L,7,3,EPG,EPG(PB08)_R3,3,R,3,3
4522,1062526223,387023620,EB,8,PENb,PEN_b(PB06b)_R8,1,R,8,8,PENb,PEN_b(PB06b)_L4,1,L,4,6
4523,1062526223,387364605,EB,75,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_L3,3,L,3,7
4524,1062526223,449438847,EB,78,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_L3,3,L,3,7
4525,1062526223,539462336,EB,5,PENb,PEN_b(PB06b)_R8,1,R,8,8,PENb,PEN_b(PB06b)_L4,1,L,4,6
4526,1062526223,665314820,EB,4,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_L4,3,L,4,6
4527,1062526223,697001770,EB,19,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4528,1062526223,758419409,EB,50,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_L3,3,L,3,7
4529,1062526223,910438331,EB,32,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_R6,3,R,6,6
4530,1062526223,912545106,EB,28,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4531,1062526223,941132434,EB,14,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_R6,3,R,6,6
4532,1062526223,942491983,EB,10,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_R6,3,R,6,6
4533,1062526223,1002507159,EB,65,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4534,1062526223,1002852791,EB,56,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4535,1062526223,1034219901,EB,68,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4536,1062526223,1126647624,EB,18,PENb,PEN_b(PB06b)_R8,1,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4537,1065409934,973566036,EB,30,PEG,PEG(PB07)_L8,2,L,8,2,PENb,PEN_b(PB06b)_R3,1,R,3,3
4538,1065409934,1065410141,EB,5,PEG,PEG(PB07)_L8,2,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4539,1065409934,1127476096,EB,4,PEG,PEG(PB07)_L8,2,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4540,1065409934,1167995070,EB,3,PEG,PEG(PB07)_L8,2,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4541,1065409934,1167995070,PB,1,PEG,PEG(PB07)_L8,2,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4542,1065409934,1168664495,EB,4,PEG,PEG(PB07)_L8,2,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4543,1065409934,1220584946,EB,16,PEG,PEG(PB07)_L8,2,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4544,1065409934,1353544607,EB,4,PEG,PEG(PB07)_L8,2,L,8,2,PENb,PEN_b(PB06b)_L8,1,L,8,2
4545,1065409934,1600083889,EB,24,PEG,PEG(PB07)_L8,2,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4546,1065410141,570461892,EB,23,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_R3,0,R,3,3
4547,1065410141,632544268,EB,20,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4548,1065410141,695629525,EB,31,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4574,1065410141,972555509,EB,19,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_R2,2,R,2,2
4575,1065410141,973566036,EB,20,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_R3,1,R,3,3
4576,1065410141,1035045015,EB,8,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4577,1065410141,1065409934,PB,43,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4578,1065410141,1065409934,EB,8,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4579,1065410141,1127471692,PB,14,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L8,0,L,8,2
4580,1065410141,1127471692,EB,4,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L8,0,L,8,2
4581,1065410141,1127476096,EB,34,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4582,1065410141,1127476096,PB,1,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4583,1065410141,1167995070,EB,25,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4584,1065410141,1167995070,PB,1,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4585,1065410141,1168664495,EB,9,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4586,1065410141,1220576923,EB,16,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L9,0,L,9,1
4587,1065410141,1220584946,EB,22,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4588,1065410141,1353544607,PB,28,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L8,1,L,8,2
4589,1065410141,1600083889,EB,30,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4590,1065410141,5813012006,EB,6,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4592,1065410141,5813077544,EB,4,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4593,1125964630,387364605,EB,99,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L3,3,L,3,7
4594,1125964630,449438847,EB,83,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L3,3,L,3,7
4595,1125964630,665314820,EB,7,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L4,3,L,4,6
4596,1125964630,694920753,EB,4,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R5,3,R,5,5
4597,1125964630,697001770,EB,32,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4598,1125964630,757055317,EB,4,PENa,PEN_a(PB06a)_R8,0,R,8,8,PENa,PEN_a(PB06a)_L4,0,L,4,6
4599,1125964630,758419409,EB,68,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L3,3,L,3,7
4600,1125964630,849482511,EB,7,PENa,PEN_a(PB06a)_R8,0,R,8,8,PENa,PEN_a(PB06a)_L4,0,L,4,6
4601,1125964630,910438331,EB,46,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R6,3,R,6,6
4602,1125964630,912545106,EB,56,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4603,1125964630,941132434,EB,21,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R6,3,R,6,6
4604,1125964630,942491983,EB,56,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R6,3,R,6,6
4605,1125964630,1002507159,EB,93,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4606,1125964630,1002852791,EB,68,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4607,1125964630,1034219901,EB,82,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4608,1125964630,1062526223,EB,16,PENa,PEN_a(PB06a)_R8,0,R,8,8,PENb,PEN_b(PB06b)_R8,1,R,8,8
4609,1125964630,1125964814,EB,7,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4610,1125964630,1126647624,EB,21,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4611,1125964630,1218732640,EB,6,PENa,PEN_a(PB06a)_R8,0,R,8,8,PENa,PEN_a(PB06a)_R9,0,R,9,9
4612,1125964630,1447576662,EB,8,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
4613,1125964630,5813022281,EB,9,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_L4,3,L,4,6
4614,1125964630,5813040233,EB,7,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4615,1125964630,5813061251,EB,13,PENa,PEN_a(PB06a)_R8,0,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4616,1125964814,572870540,EB,12,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
4617,1125964814,634608104,EB,6,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L2,0,L,2,8
4618,1125964814,697001770,EB,11,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4641,1125964814,912545106,EB,6,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4646,1125964814,972892437,EB,9,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R2,0,R,2,2
4648,1125964814,1062526223,PB,16,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R8,1,R,8,8
4649,1125964814,1125964630,PB,18,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R8,0,R,8,8
4650,1125964814,1125964630,EB,1,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R8,0,R,8,8
4651,1125964814,1126647624,EB,8,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4653,1125964814,1190171884,EB,9,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_L2,2,L,2,8
4654,1125964814,1218728570,EB,13,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
4655,1125964814,1218732640,EB,20,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R9,0,R,9,9
4656,1125964814,1447576662,EB,19,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
4657,1125964814,1508334312,EB,18,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L3,0,L,3,7
4658,1125964814,1601771527,EB,11,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
4659,1125964814,5813040233,EB,23,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4661,1125964814,5813059834,PB,62,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
4662,1125964814,5813059834,EB,5,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
4663,1125964814,5813061251,EB,19,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4664,1125964814,5813070465,EB,30,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_L3,1,L,3,7
4665,1125969082,724280817,EB,9,PEG,PEG(PB07)_R9,2,R,9,9,PENb,PEN_b(PB06b)_R2,1,R,2,2
4666,1125969082,848761388,EB,6,PEG,PEG(PB07)_R9,2,R,9,9,PEG,PEG(PB07)_R1,2,R,1,1
4667,1125969082,1128088594,EB,6,PEG,PEG(PB07)_R9,2,R,9,9,PEG,PEG(PB07)_L1,2,L,1,9
4668,1125969082,1199677638,EB,4,PEG,PEG(PB07)_R9,2,R,9,9,PEG,PEG(PB07)_L9,2,L,9,1
4669,1125969082,1218732640,PB,4,PEG,PEG(PB07)_R9,2,R,9,9,PENa,PEN_a(PB06a)_R9,0,R,9,9
4670,1125969082,1447576662,EB,6,PEG,PEG(PB07)_R9,2,R,9,9,EPG,EPG(PB08)_L1,3,L,1,1
4671,1125969082,5813047157,EB,19,PEG,PEG(PB07)_R9,2,R,9,9,PENb,PEN_b(PB06b)_L2,1,L,2,8
4672,1126647624,697001770,EB,35,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4674,1126647624,849482511,EB,6,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L4,0,L,4,6
4692,1126647624,912545106,EB,32,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L2,3,L,2,8
4697,1126647624,1002852791,EB,4,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4698,1126647624,1034219901,EB,6,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R7,3,R,7,7
4699,1126647624,1062526223,PB,36,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R8,1,R,8,8
4700,1126647624,1125964630,PB,30,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R8,0,R,8,8
4701,1126647624,1125964630,EB,1,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R8,0,R,8,8
4702,1126647624,1125964814,EB,21,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4703,1126647624,1125964814,PB,1,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4705,1126647624,1190171884,EB,7,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_L2,2,L,2,8
4706,1126647624,1218728570,EB,17,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
4707,1126647624,1218732640,EB,13,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_R9,0,R,9,9
4708,1126647624,1447576662,EB,5,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_L1,3,L,1,1
4709,1126647624,1508334312,EB,16,EPG,EPG(PB08)_R8,3,R,8,8,PENa,PEN_a(PB06a)_L3,0,L,3,7
4710,1126647624,1601771527,EB,23,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_R9,1,R,9,9
4711,1126647624,5813040233,EB,14,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4713,1126647624,5813059834,PB,74,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
4714,1126647624,5813059834,EB,10,EPG,EPG(PB08)_R8,3,R,8,8,PEG,PEG(PB07)_R8,2,R,8,8
4715,1126647624,5813061251,EB,23,EPG,EPG(PB08)_R8,3,R,8,8,EPG,EPG(PB08)_R8,3,R,8,8
4716,1126647624,5813070465,EB,24,EPG,EPG(PB08)_R8,3,R,8,8,PENb,PEN_b(PB06b)_L3,1,L,3,7
4717,1127471692,416642425,EB,33,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R4,3,R,4,4
4718,1127471692,478375456,EB,78,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R3,3,R,3,3
4719,1127471692,509410587,EB,9,PENa,PEN_a(PB06a)_L8,0,L,8,2,PENa,PEN_a(PB06a)_R4,0,R,4,4
4720,1127471692,541118908,EB,66,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R3,3,R,3,3
4721,1127471692,541870397,EB,37,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L6,3,L,6,4
4722,1127471692,569775058,EB,9,PENa,PEN_a(PB06a)_L8,0,L,8,2,PENb,PEN_b(PB06b)_R4,1,R,4,4
4723,1127471692,632544268,EB,57,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4724,1127471692,633546217,EB,17,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R4,3,R,4,4
4725,1127471692,663562172,EB,6,PENa,PEN_a(PB06a)_L8,0,L,8,2,PENb,PEN_b(PB06b)_R4,1,R,4,4
4726,1127471692,695629525,EB,40,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4727,1127471692,695956656,EB,18,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R4,3,R,4,4
4728,1127471692,788794171,EB,32,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L6,3,L,6,4
4729,1127471692,912601268,EB,45,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L6,3,L,6,4
4730,1127471692,1004017998,EB,73,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4731,1127471692,1035045015,EB,94,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4732,1127471692,1065410141,EB,23,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4733,1127471692,1127476096,EB,14,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4734,1127471692,1167995070,EB,15,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4735,1127471692,1353544607,EB,8,PENa,PEN_a(PB06a)_L8,0,L,8,2,PENb,PEN_b(PB06b)_L8,1,L,8,2
4736,1127471692,5813012006,EB,66,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4737,1127471692,5813056953,EB,13,PENa,PEN_a(PB06a)_L8,0,L,8,2,PENa,PEN_a(PB06a)_R4,0,R,4,4
4738,1127471692,5813077544,EB,4,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4739,1127471692,5813080838,EB,93,PENa,PEN_a(PB06a)_L8,0,L,8,2,EPG,EPG(PB08)_R3,3,R,3,3
4740,1127476096,570461892,EB,45,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_R3,0,R,3,3
4741,1127476096,632544268,EB,18,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4742,1127476096,634608104,EB,6,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L2,0,L,2,8
4743,1127476096,695629525,EB,33,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4765,1127476096,972555509,EB,19,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_R2,2,R,2,2
4766,1127476096,973566036,EB,23,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_R3,1,R,3,3
4767,1127476096,1065409934,PB,48,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4768,1127476096,1065409934,EB,16,EPG,EPG(PB08)_L8,3,L,8,2,PEG,PEG(PB07)_L8,2,L,8,2
4769,1127476096,1065410141,EB,25,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4770,1127476096,1127471692,PB,16,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L8,0,L,8,2
4771,1127476096,1127471692,EB,3,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L8,0,L,8,2
4772,1127476096,1167995070,EB,32,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4773,1127476096,1168664495,EB,21,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L8,3,L,8,2
4774,1127476096,1220576923,EB,36,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L9,0,L,9,1
4775,1127476096,1220584946,EB,19,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4776,1127476096,1353544607,PB,21,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L8,1,L,8,2
4777,1127476096,1600083889,EB,21,EPG,EPG(PB08)_L8,3,L,8,2,PENb,PEN_b(PB06b)_L9,1,L,9,1
4778,1127476096,5813012006,EB,10,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_L7,3,L,7,3
4779,1127476096,5813014873,EB,6,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4781,1127476096,5813077544,EB,18,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R1,3,R,1,1
4782,1128088594,572870540,EB,4,PEG,PEG(PB07)_L1,2,L,1,9,EPG,EPG(PB08)_L1,3,L,1,1
4783,1128088594,724280817,EB,16,PEG,PEG(PB07)_L1,2,L,1,9,PENb,PEN_b(PB06b)_R2,1,R,2,2
4784,1128088594,1125969082,EB,6,PEG,PEG(PB07)_L1,2,L,1,9,PEG,PEG(PB07)_R9,2,R,9,9
4785,1128088594,1447576662,EB,4,PEG,PEG(PB07)_L1,2,L,1,9,EPG,EPG(PB08)_L1,3,L,1,1
4786,1128088594,1447576662,PB,1,PEG,PEG(PB07)_L1,2,L,1,9,EPG,EPG(PB08)_L1,3,L,1,1
4787,1128088594,5813047157,EB,18,PEG,PEG(PB07)_L1,2,L,1,9,PENb,PEN_b(PB06b)_L2,1,L,2,8
4841,1167995070,570461892,EB,29,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_R3,0,R,3,3
4842,1167995070,632544268,EB,11,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
4843,1167995070,634608104,EB,12,EPG,EPG(PB08)_L8,3,L,8,2,PENa,PEN_a(PB06a)_L2,0,L,2,8
4844,1167995070,695629525,EB,13,EPG,EPG(PB08)_L8,3,L,8,2,EPG,EPG(PB08)_R2,3,R,2,2
